0.792	1.12	1.14	1.34	1.51	1.6	1.57	1.53	1.5	1.5	1.47
0.77	1.09	1.09	1.33	1.48	1.52	1.48	1.43	1.41	1.39	1.37
0.747	0.99	1.02	1.27	1.36	1.37	1.33	1.26	1.23	1.2	1.19
