0.00111425;400;7544.58
0.0022285;400;7544.57
0.00334275;400;7544.55
0.00445699;399.999;7544.53
0.00557124;399.998;7544.52
0.00668548;399.997;7544.5
0.00779971;399.996;7544.49
0.00891395;399.994;7544.47
0.0100282;399.992;7544.46
0.0111424;399.99;7544.44
0.0122566;399.987;7544.43
0.0133709;399.984;7544.42
0.0144851;399.981;7544.4
0.0155993;399.978;7544.39
0.0167136;399.974;7544.38
0.0178278;399.97;7544.36
0.018942;399.965;7544.35
0.0200562;399.961;7544.34
0.0211704;399.956;7544.33
0.0222847;399.951;7544.32
0.0233989;399.945;7544.31
0.0245131;399.94;7544.3
0.0256273;399.933;7544.29
0.0267415;399.927;7544.28
0.0278558;399.921;7544.27
0.02897;399.914;7544.26
0.0300842;399.906;7544.25
0.0311984;399.899;7544.24
0.0323126;399.891;7544.23
0.0334268;399.883;7544.23
0.0345411;399.875;7544.22
0.0356553;399.866;7544.21
0.0367695;399.857;7544.21
0.0378837;399.848;7544.2
0.0389979;399.838;7544.19
0.0401121;399.829;7544.19
0.0412264;399.819;7544.18
0.0423406;399.808;7544.18
0.0434548;399.797;7544.17
0.044569;399.787;7544.17
0.0456833;399.775;7544.17
0.0467975;399.764;7544.16
0.0479117;399.752;7544.16
0.0490259;399.74;7544.16
0.0501402;399.727;7544.15
0.0512544;399.715;7544.15
0.0523686;399.702;7544.15
0.0534829;399.688;7544.15
0.0545971;399.675;7544.15
0.0557113;399.661;7544.15
0.0568256;399.647;7544.14
0.0579398;399.633;7544.14
0.0590541;399.618;7544.14
0.0601683;399.603;7544.14
0.0612826;399.588;7544.15
0.0623968;399.572;7544.15
0.0635111;399.556;7544.15
0.0646253;399.54;7544.15
0.0657396;399.523;7544.15
0.0668539;399.507;7544.15
0.0679681;399.49;7544.16
0.0690824;399.472;7544.16
0.0701967;399.455;7544.16
0.0713109;399.437;7544.17
0.0724252;399.419;7544.17
0.0735395;399.4;7544.18
0.0746538;399.381;7544.18
0.0757681;399.362;7544.18
0.0768824;399.343;7544.19
0.0779967;399.323;7544.2
0.079111;399.304;7544.2
0.0802253;399.283;7544.21
0.0813396;399.263;7544.22
0.0824539;399.242;7544.22
0.0835682;399.221;7544.23
0.0846826;399.2;7544.24
0.0857969;399.178;7544.25
0.0869112;399.156;7544.25
0.0880256;399.134;7544.26
0.0891399;399.111;7544.27
0.0902543;399.088;7544.28
0.0913686;399.065;7544.29
0.092483;399.042;7544.3
0.0935973;399.018;7544.31
0.0947117;398.994;7544.32
0.0958261;398.97;7544.33
0.0969405;398.945;7544.34
0.0980548;398.921;7544.36
0.0991692;398.895;7544.37
0.100284;398.87;7544.38
0.101398;398.844;7544.39
0.102512;398.818;7544.41
0.103627;398.792;7544.42
0.104741;398.765;7544.43
0.105856;398.739;7544.45
0.10697;398.711;7544.46
0.108085;398.684;7544.48
0.109199;398.656;7544.49
0.110313;398.628;7544.51
0.111428;398.6;7544.52
0.112542;398.571;7544.54
0.113657;398.542;7544.56
0.114771;398.513;7544.57
0.115886;398.484;7544.59
0.117;398.454;7544.61
0.118115;398.424;7544.62
0.119229;398.393;7544.64
0.120344;398.363;7544.66
0.121458;398.332;7544.68
0.122573;398.301;7544.7
0.123687;398.269;7544.72
0.124802;398.237;7544.74
0.125917;398.205;7544.76
0.127031;398.173;7544.78
0.128146;398.14;7544.8
0.12926;398.107;7544.82
0.130375;398.074;7544.84
0.13149;398.04;7544.86
0.132604;398.007;7544.89
0.133719;397.972;7544.91
0.134833;397.938;7544.93
0.135948;397.903;7544.95
0.137063;397.868;7544.98
0.138177;397.833;7545
0.139292;397.798;7545.03
0.140407;397.762;7545.05
0.141521;397.726;7545.07
0.142636;397.689;7545.1
0.143751;397.652;7545.12
0.144865;397.615;7545.15
0.14598;397.578;7545.18
0.147095;397.54;7545.2
0.14821;397.503;7545.23
0.149324;397.464;7545.26
0.150439;397.426;7545.28
0.151554;397.387;7545.31
0.152669;397.348;7545.34
0.153783;397.309;7545.37
0.154898;397.269;7545.4
0.156013;397.229;7545.43
0.157128;397.189;7545.46
0.158243;397.149;7545.49
0.159358;397.108;7545.52
0.160472;397.067;7545.55
0.161587;397.025;7545.58
0.162702;396.984;7545.61
0.163817;396.942;7545.64
0.164932;396.899;7545.67
0.166047;396.857;7545.7
0.167162;396.814;7545.74
0.168277;396.771;7545.77
0.169392;396.728;7545.8
0.170507;396.684;7545.84
0.171622;396.64;7545.87
0.172737;396.596;7545.9
0.173852;396.551;7545.94
0.174967;396.506;7545.97
0.176082;396.461;7546.01
0.177197;396.416;7546.04
0.178312;396.37;7546.08
0.179427;396.324;7546.12
0.180542;396.278;7546.15
0.181657;396.231;7546.19
0.182772;396.184;7546.23
0.183887;396.137;7546.26
0.185002;396.09;7546.3
0.186117;396.042;7546.34
0.187232;395.994;7546.38
0.188348;395.946;7546.42
0.189463;395.897;7546.46
0.190578;395.848;7546.5
0.191693;395.799;7546.53
0.192808;395.749;7546.58
0.193924;395.7;7546.62
0.195039;395.65;7546.66
0.196154;395.599;7546.7
0.197269;395.549;7546.74
0.198385;395.498;7546.78
0.1995;395.447;7546.82
0.200615;395.395;7546.87
0.201731;395.343;7546.91
0.202846;395.291;7546.95
0.203961;395.239;7546.99
0.205077;395.186;7547.04
0.206192;395.133;7547.08
0.207307;395.08;7547.13
0.208423;395.026;7547.17
0.209538;394.973;7547.22
0.210654;394.919;7547.26
0.211769;394.864;7547.31
0.212885;394.809;7547.35
0.214;394.754;7547.4
0.215116;394.699;7547.45
0.216231;394.644;7547.5
0.217347;394.588;7547.54
0.218462;394.532;7547.59
0.219578;394.475;7547.64
0.220693;394.419;7547.69
0.221809;394.362;7547.74
0.222925;394.304;7547.79
0.22404;394.247;7547.83
0.225156;394.189;7547.88
0.226272;394.131;7547.93
0.227387;394.072;7547.99
0.228503;394.014;7548.04
0.229619;393.955;7548.09
0.230734;393.895;7548.14
0.23185;393.836;7548.19
0.232966;393.776;7548.24
0.234082;393.716;7548.29
0.235198;393.655;7548.35
0.236313;393.594;7548.4
0.237429;393.533;7548.45
0.238545;393.472;7548.51
0.239661;393.411;7548.56
0.240777;393.349;7548.62
0.241893;393.286;7548.67
0.243009;393.224;7548.73
0.244125;393.161;7548.78
0.245241;393.098;7548.84
0.246357;393.035;7548.89
0.247473;392.971;7548.95
0.248589;392.907;7549.01
0.249705;392.843;7549.06
0.250821;392.779;7549.12
0.251937;392.714;7549.18
0.253053;392.649;7549.24
0.254169;392.583;7549.3
0.255285;392.518;7549.36
0.256401;392.452;7549.41
0.257518;392.386;7549.47
0.258634;392.319;7549.53
0.25975;392.252;7549.59
0.260866;392.185;7549.65
0.261982;392.118;7549.72
0.263099;392.05;7549.78
