-0.006	0.00	0.017	0.014	-0.006	0.008	0.022	0.05	0.048	0.042	0.041
0.002	-0.008	0.033	0.025	0.04	0.088	0.108	0.105	0.101	0.094	0.09
0.044	0.076	0.05	0.092	0.209	0.25	0.228	0.186	0.166	0.152	0.144
